Rating,Location,Size,Type of ownership,Sector,Revenue,Years Founded,Min_Salary,Max_Salary,Seniority,HQ_Same,SQL,Excel,Python,Tableau,R,SAS
5.0,OH,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,28,52,Not specified,0,1,1,0,0,0,1
3.4,OH,1001 to 5000 employees,Company - Public,Health Care,,16.0,28,52,Not specified,1,1,1,0,0,0,0
4.5,OH,501 to 1000 employees,Company - Private,Business Services,$500 million to $1 billion (USD),20.0,28,52,Not specified,0,1,1,0,0,0,0
3.4,OH,51 to 200 employees,Company - Private,,$5 to $10 million (USD),,28,52,Not specified,1,1,1,0,0,0,0
5.0,OH,201 to 500 employees,Company - Private,Information Technology,$50 to $100 million (USD),23.0,28,52,Not specified,1,0,1,0,0,0,0
4.5,OH,1 to 50 employees,Company - Private,,$1 to $5 million (USD),,28,52,Not specified,0,0,0,0,0,0,0
4.5,OH,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,28,52,Senior,0,0,0,0,0,0,0
3.7,OH,10000+ employees,Nonprofit Organization,Health Care,$1 to $2 billion (USD),128.0,28,52,Not specified,1,0,0,0,0,0,0
5.0,OH,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,28,52,Junior,0,1,1,0,0,0,1
2.5,OH,51 to 200 employees,Company - Private,Business Services,,,28,52,Not specified,0,1,0,1,0,1,1
4.0,OH,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),21.0,28,52,Not specified,0,0,0,0,0,0,0
4.5,OH,1 to 50 employees,Private Practice / Firm,Information Technology,$1 to $5 million (USD),12.0,28,52,Not specified,1,1,0,0,0,0,0
3.6,OH,10000+ employees,Company - Public,Health Care,$10+ billion (USD),132.0,28,52,Senior,0,1,0,1,1,1,0
,OH,,Company - Private,,,,46,86,Not specified,0,1,0,0,0,0,0
3.4,OH,51 to 200 employees,Company - Private,,$5 to $10 million (USD),,46,86,Not specified,1,1,1,0,0,0,0
3.4,OH,1001 to 5000 employees,Company - Public,Health Care,,16.0,46,86,Not specified,1,1,1,0,0,0,0
3.7,OH,10000+ employees,Nonprofit Organization,Health Care,$1 to $2 billion (USD),128.0,46,86,Not specified,1,0,0,0,0,0,0
3.9,OH,10000+ employees,Company - Public,Finance,$10+ billion (USD),221.0,46,86,Senior,0,0,0,0,0,0,0
4.5,OH,201 to 500 employees,Company - Private,Business Services,$50 to $100 million (USD),26.0,46,86,Senior,0,0,0,0,1,0,0
3.6,NC,10000+ employees,Company - Public,Finance,$10+ billion (USD),168.0,50,86,Not specified,0,1,0,0,0,0,0
3.8,NC,1001 to 5000 employees,Company - Public,Insurance,,3.0,50,86,Not specified,1,0,0,0,0,0,0
5.0,NC,51 to 200 employees,Company - Private,,,,50,86,Not specified,1,0,1,0,0,0,0
3.9,NC,10000+ employees,Company - Public,Business Services,$10+ billion (USD),31.0,50,86,Not specified,0,0,0,0,0,0,0
3.8,NC,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),52.0,50,86,Not specified,0,1,0,0,0,0,0
5.0,NC,1 to 50 employees,Company - Private,Finance,,39.0,50,86,Not specified,0,1,1,0,0,0,0
3.4,NC,51 to 200 employees,Company - Private,Information Technology,$10 to $25 million (USD),16.0,50,86,Not specified,0,0,1,0,0,0,0
4.1,NC,10000+ employees,Company - Public,Business Services,$1 to $2 billion (USD),54.0,50,86,Not specified,0,0,0,0,0,0,0
4.1,NC,10000+ employees,Company - Private,Information Technology,$500 million to $1 billion (USD),29.0,50,86,Not specified,0,1,0,0,0,0,0
3.9,NC,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,$2 to $5 billion (USD),37.0,50,86,Not specified,0,1,0,0,0,0,0
3.9,NC,5001 to 10000 employees,Company - Private,Business Services,$500 million to $1 billion (USD),28.0,50,86,Not specified,0,1,0,0,0,0,1
3.6,NC,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,,,50,86,Not specified,0,1,0,0,0,0,0
3.4,NC,201 to 500 employees,Company - Private,Information Technology,$50 to $100 million (USD),40.0,50,86,Not specified,0,1,0,0,0,0,0
3.6,NC,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,,,50,86,Not specified,0,1,1,1,0,0,0
3.8,NC,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),15.0,50,86,Not specified,0,1,0,0,0,0,0
3.6,NC,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),23.0,50,86,Not specified,0,1,0,1,1,1,0
4.1,NC,51 to 200 employees,Company - Private,Information Technology,$25 to $50 million (USD),21.0,50,86,Not specified,0,1,0,0,0,0,0
3.7,NC,10000+ employees,Subsidiary or Business Segment,Information Technology,$10+ billion (USD),52.0,50,86,Not specified,0,1,0,0,0,0,0
3.5,NC,10000+ employees,Company - Public,Business Services,$2 to $5 billion (USD),72.0,50,86,Not specified,0,1,0,0,0,0,0
4.1,NC,10000+ employees,Company - Public,Business Services,$1 to $2 billion (USD),54.0,50,86,Not specified,0,0,0,0,0,0,0
3.9,NC,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,$2 to $5 billion (USD),37.0,50,86,Not specified,0,1,1,1,0,0,0
5.0,NC,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,50,86,Junior,0,1,1,0,0,0,1
4.6,NC,51 to 200 employees,Company - Private,Business Services,$5 to $10 million (USD),,50,86,Not specified,0,1,0,0,0,0,0
3.2,NC,51 to 200 employees,Company - Private,Accounting & Legal,$1 to $5 million (USD),,50,86,Not specified,0,1,0,0,1,0,0
3.9,NC,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,$2 to $5 billion (USD),37.0,50,86,Not specified,0,0,1,0,0,0,0
4.7,NC,51 to 200 employees,Company - Private,Transportation & Logistics,$10 to $25 million (USD),23.0,50,86,Not specified,0,0,1,0,0,0,0
3.9,NC,501 to 1000 employees,Company - Private,Information Technology,$100 to $500 million (USD),18.0,50,86,Not specified,0,1,0,0,0,0,0
3.2,NC,10000+ employees,Company - Private,Finance,,45.0,50,86,Senior,0,1,0,1,0,1,1
3.3,NC,501 to 1000 employees,Company - Private,Business Services,$500 million to $1 billion (USD),18.0,50,86,Not specified,0,1,1,1,1,0,0
3.6,NC,501 to 1000 employees,Company - Private,Health Care,$100 to $500 million (USD),15.0,54,75,Not specified,1,0,0,0,0,0,0
2.8,NC,1001 to 5000 employees,Company - Private,Transportation & Logistics,$5 to $10 billion (USD),85.0,54,75,Not specified,1,1,0,1,0,0,0
3.4,NC,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),53.0,54,75,Senior,0,1,0,0,0,0,0
3.8,NC,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,$2 to $5 billion (USD),25.0,54,75,Not specified,0,0,0,0,0,0,0
3.6,NC,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),23.0,54,75,Not specified,0,1,1,1,1,0,0
3.7,NC,51 to 200 employees,Company - Private,Business Services,$50 to $100 million (USD),21.0,54,75,Not specified,0,1,1,0,0,0,1
2.0,SC,1 to 50 employees,Company - Private,,Less than $1 million (USD),,54,75,Not specified,1,1,1,0,0,0,1
2.9,SC,1001 to 5000 employees,Company - Private,Business Services,$500 million to $1 billion (USD),64.0,54,75,Not specified,0,0,0,0,1,0,0
4.1,NC,1001 to 5000 employees,Company - Public,Business Services,$500 million to $1 billion (USD),24.0,54,75,Not specified,0,1,1,0,1,0,0
3.5,NC,10000+ employees,Company - Public,Finance,,1.0,54,75,Not specified,1,0,0,0,0,0,1
2.9,NC,1 to 50 employees,Company - Private,,$1 to $5 million (USD),,54,75,Not specified,0,1,1,1,0,0,0
,NC,51 to 200 employees,Company - Public,"Construction, Repair & Maintenance",$10 to $25 million (USD),47.0,54,75,Not specified,1,1,1,0,0,0,1
3.6,NC,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,,,54,75,Not specified,0,0,0,0,0,0,0
4.6,NC,51 to 200 employees,Company - Private,Business Services,$5 to $10 million (USD),,54,75,Not specified,0,0,0,1,1,0,0
5.0,NC,1 to 50 employees,Company - Private,Information Technology,$5 to $10 million (USD),,54,75,Not specified,1,1,0,1,1,0,0
3.5,NC,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),4.0,54,75,Not specified,0,1,0,1,0,0,0
4.3,NC,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),37.0,54,75,Not specified,0,0,0,0,0,0,0
5.0,NC,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,54,75,Not specified,0,1,1,0,0,0,1
,NC,51 to 200 employees,Company - Private,,,,54,75,Not specified,0,1,0,0,0,0,0
3.2,NC,1001 to 5000 employees,Company - Public,Finance,$50 to $100 million (USD),322.0,54,75,Not specified,0,0,0,0,0,0,0
4.1,NC,10000+ employees,Company - Public,Business Services,$1 to $2 billion (USD),54.0,54,75,Not specified,0,0,0,0,0,0,0
3.4,NC,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),53.0,54,75,Not specified,0,1,1,0,0,0,0
4.0,NC,,,,,,54,75,Not specified,0,1,0,0,0,0,0
3.9,NC,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,$2 to $5 billion (USD),37.0,54,75,Not specified,0,0,1,0,0,0,0
2.9,NC,501 to 1000 employees,Company - Public,Health Care,$50 to $100 million (USD),,54,75,Not specified,1,1,0,1,0,0,0
4.0,NC,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),10.0,54,75,Not specified,0,1,1,0,0,0,1
,NC,1 to 50 employees,Other Organization,,,,54,75,Not specified,1,1,1,0,0,0,1
4.1,SC,10000+ employees,Company - Private,Information Technology,$500 million to $1 billion (USD),29.0,53,99,Not specified,0,1,0,0,0,0,0
5.0,NC,1 to 50 employees,Company - Private,Information Technology,$5 to $10 million (USD),,53,99,Not specified,1,1,0,1,0,0,0
3.6,NC,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,,,53,99,Senior,0,1,1,1,0,0,0
4.1,NC,10000+ employees,Company - Public,Business Services,$1 to $2 billion (USD),54.0,53,99,Senior,0,1,0,0,0,0,0
3.3,NC,501 to 1000 employees,Company - Private,Business Services,$500 million to $1 billion (USD),18.0,53,99,Not specified,0,1,0,0,0,0,0
4.3,NC,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),37.0,53,99,Senior,0,0,0,0,0,0,0
2.3,NC,1 to 50 employees,Company - Private,Information Technology,$5 to $10 million (USD),,53,99,Not specified,1,1,0,0,0,0,0
3.2,NC,51 to 200 employees,Company - Private,Business Services,,30.0,53,99,Not specified,0,0,0,0,0,0,0
3.3,NC,10000+ employees,Company - Public,Retail,$10+ billion (USD),74.0,53,99,Not specified,1,0,0,0,0,0,0
,NC,1 to 50 employees,Company - Private,Business Services,$1 to $5 million (USD),24.0,53,99,Not specified,0,1,0,0,0,0,0
2.8,NC,1001 to 5000 employees,Company - Private,Transportation & Logistics,$5 to $10 billion (USD),85.0,53,99,Not specified,1,1,0,1,0,0,0
5.0,NC,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,53,99,Junior,0,1,1,0,0,0,1
1.8,NC,1001 to 5000 employees,Company - Private,Retail,$2 to $5 billion (USD),14.0,53,99,Senior,1,1,0,1,0,1,1
4.4,NC,201 to 500 employees,Company - Private,Information Technology,$10 to $25 million (USD),9.0,53,99,Not specified,0,0,0,0,0,0,0
3.3,NC,10000+ employees,Company - Public,Retail,$10+ billion (USD),74.0,53,99,Not specified,1,0,0,0,0,0,0
4.1,NC,1 to 50 employees,Company - Private,Business Services,$1 to $5 million (USD),14.0,53,99,Not specified,0,0,0,0,0,0,0
,NC,1 to 50 employees,Other Organization,,,,53,99,Senior,1,0,0,0,0,0,0
3.8,NC,201 to 500 employees,Company - Private,Information Technology,$25 to $50 million (USD),22.0,53,99,Not specified,0,1,0,0,0,0,0
4.3,NC,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),37.0,53,99,Not specified,0,0,0,0,0,0,0
3.7,NC,10000+ employees,Company - Public,Finance,$10+ billion (USD),116.0,53,99,Senior,1,0,0,0,0,0,0
3.7,NC,51 to 200 employees,Company - Private,Transportation & Logistics,$500 million to $1 billion (USD),21.0,53,99,Not specified,1,1,1,0,0,0,0
3.1,NC,10000+ employees,Company - Public,Finance,$10+ billion (USD),156.0,40,74,Not specified,0,0,0,0,0,0,0
3.0,NC,1 to 50 employees,Company - Private,Business Services,$1 to $5 million (USD),16.0,40,74,Not specified,0,0,1,0,0,0,0
,NC,1 to 50 employees,Other Organization,,,,40,74,Not specified,1,0,0,0,0,0,0
3.6,NC,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),23.0,40,74,Not specified,0,1,1,1,1,0,1
3.8,NC,1001 to 5000 employees,Company - Public,Insurance,,3.0,40,74,Not specified,1,1,0,1,1,0,0
3.6,NC,1001 to 5000 employees,Subsidiary or Business Segment,Information Technology,$100 to $500 million (USD),45.0,40,74,Not specified,0,0,0,0,0,0,0
3.3,NC,10000+ employees,Company - Public,Retail,$10+ billion (USD),74.0,40,74,Not specified,1,0,0,0,0,0,0
3.8,NC,201 to 500 employees,Company - Private,Information Technology,$25 to $50 million (USD),22.0,40,74,Not specified,0,1,0,0,0,0,0
3.3,NC,10000+ employees,Company - Public,Retail,$10+ billion (USD),74.0,40,74,Senior,1,0,0,0,0,0,0
4.0,CA,5001 to 10000 employees,Company - Public,Information Technology,$2 to $5 billion (USD),38.0,57,104,Not specified,1,1,0,0,1,0,0
3.6,CA,51 to 200 employees,Subsidiary or Business Segment,Retail,$100 to $500 million (USD),14.0,57,104,Not specified,1,0,1,0,0,0,0
3.9,CA,51 to 200 employees,Company - Public,Information Technology,,12.0,57,104,Senior,1,1,0,1,1,1,0
3.0,CA,1001 to 5000 employees,Company - Public,Media,$10+ billion (USD),23.0,57,104,Not specified,0,1,1,1,1,1,0
4.0,CA,5001 to 10000 employees,Company - Public,Information Technology,$2 to $5 billion (USD),38.0,57,104,Senior,1,1,0,1,0,1,0
5.0,CA,51 to 200 employees,Company - Private,Information Technology,,6.0,57,104,Not specified,1,1,0,1,0,1,0
3.8,CA,51 to 200 employees,Company - Private,Education,$5 to $10 million (USD),12.0,57,104,Not specified,1,1,0,0,0,0,0
4.6,CA,201 to 500 employees,Company - Private,Information Technology,,9.0,57,104,Not specified,1,1,0,1,0,0,0
3.5,CA,1001 to 5000 employees,Company - Private,Finance,$500 million to $1 billion (USD),18.0,57,104,Senior,1,1,1,1,1,1,0
3.3,CA,1001 to 5000 employees,Company - Private,Business Services,$1 to $2 billion (USD),56.0,57,104,Not specified,1,1,0,1,1,0,1
4.1,CA,51 to 200 employees,Company - Private,Information Technology,$10 to $25 million (USD),9.0,57,104,Senior,1,1,1,1,1,1,0
4.1,CA,1 to 50 employees,Company - Private,,,,57,104,Not specified,0,1,0,1,0,0,0
4.8,CA,1 to 50 employees,Company - Private,Business Services,$10 to $25 million (USD),6.0,57,104,Not specified,1,1,0,1,1,1,0
3.7,CA,1 to 50 employees,Company - Private,Information Technology,,9.0,57,104,Not specified,1,1,1,1,1,0,0
3.6,CA,1001 to 5000 employees,Company - Public,Information Technology,$500 million to $1 billion (USD),22.0,57,104,Not specified,0,1,0,0,0,0,0
3.6,CA,51 to 200 employees,Company - Private,Information Technology,,6.0,57,104,Not specified,1,1,0,1,1,1,0
3.9,CA,501 to 1000 employees,Company - Private,Information Technology,,15.0,57,104,Not specified,0,1,0,0,1,0,0
3.8,CA,51 to 200 employees,Company - Private,Business Services,$100 to $500 million (USD),20.0,57,104,Not specified,0,1,0,0,1,0,0
4.0,CA,501 to 1000 employees,Company - Private,Information Technology,,4.0,57,104,Not specified,1,1,0,1,0,1,0
5.0,CA,1 to 50 employees,Company - Private,Information Technology,,,57,104,Not specified,1,1,0,1,0,1,0
4.9,CA,51 to 200 employees,Company - Private,Transportation & Logistics,,3.0,57,104,Not specified,1,1,0,1,0,0,0
4.6,CA,51 to 200 employees,Company - Private,Information Technology,,10.0,57,104,Not specified,1,1,0,1,0,0,0
3.8,CA,51 to 200 employees,Company - Private,Business Services,$100 to $500 million (USD),20.0,57,104,Not specified,0,1,0,0,1,0,0
4.0,CA,1001 to 5000 employees,Company - Private,Information Technology,,8.0,57,104,Not specified,1,1,0,0,1,0,0
3.7,CA,10000+ employees,Company - Public,Real Estate,,114.0,57,104,Not specified,1,1,1,1,1,1,1
4.5,CA,51 to 200 employees,Company - Private,Information Technology,$25 to $50 million (USD),8.0,57,104,Not specified,1,1,0,1,1,1,0
2.3,CA,501 to 1000 employees,Company - Private,Retail,,18.0,57,104,Not specified,1,0,1,0,0,0,0
,CA,1 to 50 employees,Company - Private,Business Services,$1 to $5 million (USD),24.0,99,178,Not specified,0,1,0,0,0,0,0
4.1,CA,51 to 200 employees,Company - Private,Finance,$1 to $5 million (USD),6.0,99,178,Not specified,1,1,0,0,1,0,0
4.0,CA,501 to 1000 employees,Company - Private,Information Technology,,8.0,99,178,Not specified,1,1,1,0,0,0,0
3.6,CA,51 to 200 employees,Company - Private,Information Technology,,8.0,99,178,Not specified,1,1,1,0,0,0,0
5.0,CA,1 to 50 employees,Company - Private,Information Technology,,4.0,99,178,Not specified,1,1,0,1,1,0,0
4.4,CA,201 to 500 employees,Company - Private,Health Care,$50 to $100 million (USD),6.0,99,178,Not specified,1,1,0,1,1,0,0
3.3,CA,501 to 1000 employees,Company - Private,Information Technology,,13.0,99,178,Not specified,1,1,1,1,1,1,0
3.8,CA,201 to 500 employees,Company - Private,Real Estate,$50 to $100 million (USD),96.0,99,178,Not specified,1,1,1,0,1,0,0
3.5,CA,1 to 50 employees,Company - Private,Health Care,Less than $1 million (USD),,99,178,Not specified,1,1,0,0,1,0,0
4.1,CA,10000+ employees,Hospital,Health Care,$50 to $100 million (USD),113.0,99,178,Not specified,1,1,1,0,0,0,1
4.6,CA,51 to 200 employees,Company - Private,Manufacturing,$5 to $10 million (USD),11.0,99,178,Not specified,1,1,1,1,0,0,0
4.2,CA,201 to 500 employees,Company - Private,Finance,,8.0,99,178,Not specified,1,1,0,1,1,1,0
4.3,CA,51 to 200 employees,Company - Public,Finance,,8.0,99,178,Not specified,1,1,0,1,0,0,0
5.0,CA,1 to 50 employees,Company - Private,Information Technology,Less than $1 million (USD),,99,178,Not specified,1,0,1,0,0,1,0
,CA,51 to 200 employees,Company - Public,,,,99,178,Not specified,0,0,0,0,0,0,0
3.7,CA,201 to 500 employees,Company - Private,Information Technology,,16.0,99,178,Not specified,0,1,0,0,1,0,0
,CA,,Company - Public,,,,99,178,Not specified,0,1,0,0,0,0,0
4.0,CA,501 to 1000 employees,Company - Private,Information Technology,,8.0,99,178,Not specified,0,1,0,0,0,0,0
3.9,CA,1001 to 5000 employees,Company - Private,Retail,,11.0,99,178,Not specified,1,1,1,1,0,1,0
3.9,CA,5001 to 10000 employees,Company - Private,Business Services,$500 million to $1 billion (USD),28.0,99,178,Not specified,0,1,1,0,0,0,0
3.6,CA,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),20.0,99,178,Not specified,0,1,1,0,0,0,0
4.1,CA,10000+ employees,Hospital,Health Care,$50 to $100 million (USD),113.0,99,178,Not specified,1,1,1,1,1,1,0
4.6,CA,51 to 200 employees,Company - Private,Finance,,13.0,99,178,Not specified,1,1,0,1,0,0,0
3.4,CA,1001 to 5000 employees,Company - Public,Real Estate,,16.0,99,178,Senior,0,1,1,1,1,0,0
4.0,CA,1001 to 5000 employees,Company - Public,Information Technology,$2 to $5 billion (USD),14.0,99,178,Senior,1,1,1,1,1,0,0
4.1,CA,10000+ employees,College / University,,$25 to $50 million (USD),156.0,99,178,Not specified,1,0,1,0,0,0,1
3.4,CA,201 to 500 employees,Company - Private,Business Services,$50 to $100 million (USD),19.0,93,159,Not specified,0,1,1,0,0,0,1
5.0,CA,1 to 50 employees,Company - Private,Finance,,,93,159,Not specified,1,1,1,1,1,0,0
3.9,CA,501 to 1000 employees,Company - Private,Information Technology,$100 to $500 million (USD),18.0,93,159,Not specified,0,1,0,0,1,0,0
3.8,CA,10000+ employees,Company - Private,Accounting & Legal,$10+ billion (USD),31.0,93,159,Not specified,0,1,0,1,1,1,1
4.1,CA,1001 to 5000 employees,Company - Public,Business Services,$500 million to $1 billion (USD),24.0,93,159,Not specified,1,1,1,0,1,0,0
2.5,CA,51 to 200 employees,Other Organization,,,,93,159,Senior,0,1,0,0,1,0,0
3.2,CA,201 to 500 employees,Company - Private,Information Technology,$25 to $50 million (USD),20.0,93,159,Not specified,0,0,0,0,0,0,0
3.7,CA,5001 to 10000 employees,Company - Public,Information Technology,,8.0,93,159,Not specified,1,1,0,0,1,0,0
3.7,CA,1001 to 5000 employees,Company - Public,Finance,$10+ billion (USD),35.0,93,159,Not specified,1,1,0,0,1,0,0
3.2,CA,201 to 500 employees,Company - Private,Government,$10 to $25 million (USD),24.0,93,159,Not specified,1,0,0,0,0,0,1
3.7,CA,51 to 200 employees,Company - Private,Business Services,$50 to $100 million (USD),39.0,93,159,Not specified,0,1,0,0,0,0,0
3.2,CA,51 to 200 employees,Company - Private,Information Technology,,4.0,93,159,Not specified,1,1,1,0,1,0,0
4.1,CA,201 to 500 employees,Company - Private,Health Care,,9.0,93,159,Not specified,1,1,1,1,1,0,0
3.2,CA,501 to 1000 employees,Company - Public,Business Services,$100 to $500 million (USD),21.0,93,159,Not specified,1,1,0,1,0,1,0
5.0,CA,1 to 50 employees,Company - Private,Information Technology,$1 to $5 million (USD),,93,159,Not specified,0,1,0,1,1,1,0
4.1,CA,51 to 200 employees,Company - Private,Information Technology,,4.0,93,159,Not specified,1,1,1,0,1,0,0
4.8,CA,201 to 500 employees,Company - Private,Finance,,7.0,93,159,Senior,1,1,0,1,0,1,0
4.5,CA,1 to 50 employees,Nonprofit Organization,Health Care,$1 to $5 million (USD),13.0,93,159,Not specified,1,1,0,0,0,0,0
4.1,CA,201 to 500 employees,Company - Private,Information Technology,,12.0,93,159,Senior,1,1,0,1,1,0,0
5.0,CA,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,93,159,Junior,0,1,1,0,0,0,1
3.9,CA,501 to 1000 employees,Company - Private,Information Technology,$100 to $500 million (USD),18.0,93,159,Not specified,0,0,0,0,0,0,0
4.0,CA,1001 to 5000 employees,Company - Public,Information Technology,$2 to $5 billion (USD),14.0,93,159,Senior,1,1,0,1,0,1,0
4.6,CA,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),20.0,93,159,Not specified,1,0,0,0,0,0,0
3.4,CA,10000+ employees,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),118.0,93,159,Not specified,0,0,0,1,0,1,0
3.2,CA,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),13.0,93,159,Not specified,0,1,1,0,1,0,0
3.3,CA,51 to 200 employees,Company - Private,Health Care,,6.0,82,116,Senior,1,1,1,0,1,0,1
4.0,CA,,Company - Private,Information Technology,$5 to $10 million (USD),,82,116,Not specified,1,1,0,0,0,0,0
,CA,51 to 200 employees,Company - Public,,,,82,116,Not specified,0,0,0,0,0,0,0
3.9,CA,51 to 200 employees,Company - Private,Information Technology,$10 to $25 million (USD),24.0,82,116,Not specified,1,1,1,0,1,0,0
3.0,CA,501 to 1000 employees,Company - Public,Information Technology,$100 to $500 million (USD),21.0,82,116,Not specified,1,1,1,0,0,0,0
3.8,CA,1 to 50 employees,Company - Private,Information Technology,$1 to $5 million (USD),5.0,82,116,Not specified,1,0,0,0,0,0,0
3.8,CA,1 to 50 employees,Company - Private,Business Services,$1 to $5 million (USD),10.0,82,116,Not specified,0,1,0,0,1,0,0
,CA,51 to 200 employees,,,,,82,116,Not specified,1,1,0,0,0,1,1
4.0,CA,1001 to 5000 employees,Company - Private,Information Technology,,8.0,82,116,Not specified,1,0,1,0,0,0,0
4.4,CA,51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,,6.0,82,116,Not specified,1,1,0,1,0,0,0
3.6,CA,1001 to 5000 employees,Subsidiary or Business Segment,Information Technology,,9.0,82,116,Senior,1,1,0,1,1,1,0
3.2,CA,51 to 200 employees,Company - Private,Consumer Services,$5 to $10 million (USD),,82,116,Not specified,0,1,1,0,1,1,1
3.9,CA,201 to 500 employees,Company - Private,Information Technology,$50 to $100 million (USD),10.0,82,116,Not specified,0,0,0,0,0,0,0
4.0,CA,1001 to 5000 employees,Company - Public,Information Technology,$1 to $2 billion (USD),11.0,82,116,Not specified,1,0,0,1,0,1,0
3.2,CA,201 to 500 employees,Company - Private,Government,$10 to $25 million (USD),24.0,82,116,Not specified,1,0,0,0,0,0,1
4.4,CA,201 to 500 employees,Company - Private,Health Care,$50 to $100 million (USD),6.0,82,116,Senior,1,1,0,1,1,1,0
,CA,1 to 50 employees,Company - Private,,,,82,116,Not specified,0,0,0,0,0,0,0
,CA,,Company - Private,,,,82,116,Not specified,0,1,1,0,0,0,0
4.5,CA,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),27.0,82,116,Not specified,0,0,0,0,0,0,0
3.7,CA,1001 to 5000 employees,Company - Public,Media,$1 to $2 billion (USD),27.0,82,116,Not specified,0,1,0,1,0,0,0
3.9,CA,51 to 200 employees,Company - Private,Information Technology,$10 to $25 million (USD),24.0,82,116,Not specified,1,0,0,0,0,0,0
,CA,1 to 50 employees,Company - Private,,,,82,116,Senior,1,0,0,0,0,0,0
3.2,CA,51 to 200 employees,Company - Private,Insurance,,,82,116,Not specified,1,1,1,0,0,0,0
,CA,,Company - Private,,,,82,116,Not specified,1,1,0,1,1,1,0
3.7,CA,1 to 50 employees,Company - Private,Information Technology,,3.0,65,120,Senior,0,0,0,0,0,0,0
,CA,1 to 50 employees,Company - Private,,,,65,120,Not specified,0,1,0,1,1,1,0
3.2,CA,51 to 200 employees,Company - Private,"Oil, Gas, Energy & Utilities",$25 to $50 million (USD),11.0,65,120,Not specified,1,0,0,1,1,1,0
3.7,CA,1 to 50 employees,Company - Private,Consumer Services,Less than $1 million (USD),,65,120,Not specified,1,0,0,0,0,0,0
3.8,CA,201 to 500 employees,Company - Private,Information Technology,$25 to $50 million (USD),14.0,65,120,Not specified,0,0,0,0,0,0,0
4.0,CA,1 to 50 employees,Company - Private,Accounting & Legal,Less than $1 million (USD),,65,120,Not specified,0,1,0,0,0,0,0
5.0,CA,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,65,120,Not specified,0,1,1,0,0,0,1
2.8,CA,10000+ employees,Subsidiary or Business Segment,Finance,$2 to $5 billion (USD),146.0,65,120,Senior,1,1,0,0,0,0,1
4.0,CA,1 to 50 employees,Company - Private,Business Services,$1 to $5 million (USD),,65,120,Not specified,0,0,0,0,0,0,0
2.5,CA,51 to 200 employees,Company - Private,Information Technology,$5 to $10 million (USD),,65,120,Not specified,0,1,1,0,0,0,1
3.7,CA,501 to 1000 employees,Company - Private,Business Services,$10 to $25 million (USD),18.0,65,120,Not specified,0,0,1,0,1,0,0
4.6,CA,51 to 200 employees,Company - Private,Business Services,$25 to $50 million (USD),19.0,65,120,Senior,1,1,0,0,1,0,0
3.6,CA,,,,,,65,120,Senior,0,1,1,0,1,0,1
3.4,CA,1001 to 5000 employees,Company - Public,Real Estate,,16.0,65,120,Senior,0,1,1,1,1,0,0
3.5,CA,1001 to 5000 employees,Company - Private,Transportation & Logistics,$500 million to $1 billion (USD),7.0,65,120,Senior,1,1,1,1,0,1,0
4.0,CA,1001 to 5000 employees,Company - Public,Information Technology,$1 to $2 billion (USD),11.0,65,120,Senior,1,1,0,1,0,0,0
